YYYY/MM/DD,USD米ドル,GBP英ポンド,EURユーロ,CADカナダドル,CHFスイスフラン,SEKスウェーデンクローネ,DKKデンマーククローネ,NOKノルウェークローネ,AUDオーストラリアドル,NZDニュージーランドドル,ZAR南アフリカランド,BHDバーレーンディナール,CNY中国人民元,HKD香港ドル,INRインドルピー,PHPフィリピンペソ,SGDシンガポールドル,THBタイバーツ,KWDクウェートディナール,SARサウジアラビアリアル,AEDUAEディルハム,MXNメキシコペソ,PGKパプアニューギニアキナ,HUFハンガリーフォリント,CZKチェココロナ,PLNポーランドズロチ,TRYトルコリラ,TWD台湾ドル,KRW(100)韓国ウォン,IDR(100)インドネシアルピア,MYRマレーシアリンギ,RUBロシアルーブル
2024/1/4,143.44,181.71,156.61,107.45,168.71,13.95,21,13.86,96.48,89.51,7.67,380.58,20.03,18.37,1.72,2.58,107.91,4.16,466.47,38.25,39.06,8.43,39.68,0.41,6.34,35.95,4.83,4.62,10.95,0.93,30.93,1.56
2024/1/5,144.97,183.94,158.71,108.58,170.57,14.21,21.28,14.09,97.29,90.45,7.76,384.64,20.2,18.56,1.74,2.61,109.07,4.19,471.14,38.66,39.48,8.53,40.17,0.42,6.43,36.48,4.87,4.67,11.04,0.94,31.24,1.59
2024/1/9,143.95,183.59,157.67,107.82,169.79,14.09,21.14,13.88,96.81,90,7.75,381.93,20.09,18.44,1.73,2.59,108.4,4.13,468.59,38.39,39.2,8.56,39.82,0.42,6.43,36.35,4.82,4.65,10.98,0.93,31,1.58
2024/1/10,144.69,183.96,158.19,108.07,169.76,14.11,21.21,13.98,96.81,90.23,7.75,383.89,20.14,18.51,1.74,2.58,108.72,4.14,470.69,38.59,39.4,8.52,40.06,0.42,6.44,36.41,4.83,4.66,10.96,0.93,31.12,1.61
2024/1/11,145.63,185.62,159.81,108.87,171.17,14.25,21.43,14.09,97.7,90.83,7.8,386.39,20.28,18.63,1.76,2.59,109.42,4.16,473.44,38.84,39.66,8.58,40.32,0.42,6.5,36.9,4.88,4.68,11.04,0.94,31.41,1.63
2024/1/12,145.32,185.59,159.5,108.58,170.5,14.17,21.39,14.12,97.34,90.72,7.79,385.57,20.27,18.59,1.75,2.59,109.26,4.15,472.74,38.75,39.57,8.6,40.24,0.42,6.47,36.63,4.86,4.68,11.05,0.93,31.31,1.64
2024/1/15,145.15,184.91,158.95,108.29,170.08,14.12,21.32,14.11,97.12,90.47,7.79,385.12,20.2,18.56,1.75,2.6,109,4.16,472.65,38.71,39.53,8.61,40.19,0.42,6.45,36.5,4.83,4.66,11.02,0.93,31.25,1.65
2024/1/16,145.92,185.23,159.39,108.47,170.17,14.09,21.37,14.05,96.74,90.11,7.79,387.16,20.29,18.65,1.76,2.61,109.23,4.16,474.85,38.91,39.74,8.62,40.32,0.42,6.45,36.48,4.85,4.66,10.98,0.94,31.16,1.67
2024/1/17,147.44,186.33,160.33,109.28,171.06,14.12,21.5,14.08,97.16,90.48,7.77,391.19,20.43,18.84,1.78,2.63,109.85,4.16,479.01,39.32,40.15,8.56,40.8,0.42,6.48,36.53,4.91,4.68,11.02,0.95,31.35,1.68
2024/1/18,148.23,187.82,161.38,109.81,171.42,14.19,21.63,14.08,97.06,90.69,7.78,393.29,20.54,18.95,1.79,2.65,110.31,4.18,481.42,39.52,40.36,8.62,40.94,0.43,6.52,36.65,4.93,4.7,11.05,0.95,31.44,1.67
2024/1/19,148.2,188.38,161.26,109.87,170.64,14.14,21.62,14.09,97.56,90.76,7.84,393.21,20.55,18.95,1.78,2.65,110.33,4.18,481.33,39.52,40.35,8.64,40.99,0.42,6.52,36.8,4.94,4.7,11.1,0.95,31.44,1.66
2024/1/22,148.17,188.32,161.49,110.31,170.62,14.17,21.65,14.13,97.84,90.77,7.79,393.13,20.58,18.95,1.78,2.65,110.62,4.19,481.7,39.51,40.34,8.67,40.98,0.42,6.51,37.06,4.92,4.72,11.1,0.95,31.46,1.68
2024/1/23,148.17,188.38,161.27,109.96,170.53,14.16,21.62,14.09,97.51,90.1,7.72,392.92,20.6,18.95,1.78,2.63,110.46,4.17,481.38,39.51,40.34,8.63,40.89,0.42,6.51,36.95,4.9,4.73,11.08,0.95,31.31,1.68
2024/1/24,148.16,188.09,160.87,110.06,170.36,14.13,21.58,14.1,97.46,90.39,7.79,393.1,20.68,18.94,1.78,2.63,110.5,4.15,481.66,39.54,40.34,8.57,40.89,0.42,6.46,36.67,4.89,4.72,11.07,0.95,31.35,1.67
2024/1/25,147.85,187.87,160.79,109.3,171.02,14.16,21.57,14.12,97.15,90.35,7.82,392.28,20.66,18.91,1.78,2.63,110.33,4.14,480.66,39.43,40.26,8.58,40.87,0.41,6.48,36.75,4.9,4.73,11.08,0.94,31.26,1.67
2024/1/26,147.65,187.53,160.08,109.55,170.2,14.13,21.48,14.15,97.2,90.18,7.82,391.75,20.55,18.88,1.78,2.62,110.14,4.13,479.69,39.38,40.21,8.59,40.81,0.42,6.48,36.59,4.89,4.72,11.04,0.93,31.19,1.66
2024/1/29,148.28,188.2,160.77,110.19,171.58,14.17,21.56,14.21,97.54,90.41,7.89,393.42,20.62,18.97,1.78,2.63,110.46,4.16,482.21,39.54,40.37,8.63,40.9,0.41,6.5,36.78,4.9,4.74,11.09,0.94,31.35,1.65
2024/1/30,147.38,187.44,159.76,109.97,171.11,14.17,21.43,14.17,97.6,90.55,7.83,391.03,20.5,18.86,1.77,2.62,110.04,4.18,479.13,39.31,40.13,8.57,40.72,0.41,6.45,36.57,4.85,4.73,11.08,0.93,31.19,1.65
2024/1/31,147.55,187.31,159.91,110.1,171.21,14.17,21.46,14.12,97.1,90.46,7.86,391.38,20.52,18.88,1.78,2.62,110.17,4.18,479.68,39.35,40.18,8.6,40.66,0.41,6.46,36.8,4.86,4.74,11.09,0.94,31.22,1.64
2024/2/1,146.84,186.33,158.79,109.37,170.23,14.14,21.3,13.97,96.56,89.95,7.87,389.6,20.44,18.78,1.77,2.61,109.64,4.14,477.68,39.16,39.97,8.54,40.54,0.41,6.41,36.64,4.84,4.7,11.02,0.93,31.06,1.63
2024/2/2,146.48,186.64,159.28,109.49,170.86,14.1,21.37,14.04,96.35,90.06,7.88,388.64,20.36,18.73,1.77,2.61,109.58,4.14,476.36,39.07,39.88,8.58,40.44,0.42,6.4,36.89,4.82,4.69,11.04,0.93,30.99,1.62
2024/2/5,148.79,187.58,160.28,110.33,171.44,14.12,21.5,13.99,96.55,90,7.85,394.77,20.61,19.02,1.79,2.66,110.67,4.18,483.71,39.68,40.51,8.66,41.07,0.42,6.43,37.09,4.9,4.74,11.12,0.95,31.28,1.64
2024/2/6,148.68,186.43,159.76,109.82,170.72,14.03,21.42,13.9,96.37,90.03,7.8,394.48,20.6,19.01,1.79,2.64,110.41,4.16,483.04,39.65,40.49,8.68,40.96,0.41,6.39,36.79,4.89,4.74,11.16,0.95,31.27,1.64
2024/2/7,147.88,186.34,159.12,109.63,170.02,14.08,21.33,13.96,96.51,90.13,7.86,392.36,20.54,18.91,1.78,2.63,110.08,4.16,480.44,39.43,40.27,8.69,40.73,0.41,6.38,36.57,4.84,4.73,11.17,0.94,31.07,1.63
2024/2/8,148.16,187.11,159.67,110.07,169.56,14.15,21.41,14.01,96.66,90.61,7.85,393.1,20.54,18.95,1.79,2.65,110.28,4.17,480.88,39.51,40.34,8.7,40.88,0.41,6.41,36.79,4.84,4.73,11.17,0.95,31.14,1.62
2024/2/9,149.53,188.63,161.09,111.07,171.03,14.27,21.61,14.06,97.02,91.44,7.89,396.74,20.73,19.12,1.8,2.67,110.94,4.17,485.49,39.88,40.72,8.73,39.89,0.42,6.38,37.21,4.88,4.77,11.22,0.96,31.28,1.64
2024/2/13,149.39,188.57,160.94,111.02,170.52,14.36,21.59,14.23,97.49,91.5,7.9,396.37,20.69,19.11,1.8,2.67,111.02,4.16,485.35,39.84,40.68,8.75,39.84,0.42,6.37,37.32,4.87,4.76,11.24,0.96,31.41,1.64
2024/2/14,150.67,189.83,161.44,111.05,169.88,14.25,21.65,14.12,97.26,91.25,7.88,399.76,20.85,19.27,1.82,2.69,111.54,4.18,488.87,40.18,41.02,8.77,40.18,0.42,6.37,37.2,4.9,4.78,11.28,0.97,31.52,1.65
2024/2/15,150.49,189.17,161.51,111.13,169.93,14.32,21.67,14.22,97.59,91.65,7.9,399.28,20.84,19.25,1.82,2.68,111.65,4.18,488.29,40.13,40.98,8.81,40.12,0.42,6.36,37.23,4.88,4.8,11.3,0.97,31.52,1.65
2024/2/16,150.26,189.06,161.72,111.49,170.56,14.34,21.7,14.24,97.85,91.6,7.94,398.67,20.82,19.21,1.81,2.69,111.62,4.17,487.7,40.07,40.92,8.81,40.04,0.42,6.39,37.22,4.9,4.8,11.28,0.96,31.46,1.63
2024/2/19,150.02,189.31,161.78,111.37,170.46,14.38,21.7,14.29,98.23,92.1,7.96,398.04,20.82,19.18,1.81,2.69,111.56,4.18,487.24,40.01,40.85,8.81,39.97,0.42,6.36,37.29,4.85,4.79,11.27,0.96,31.41,1.63
2024/2/20,150.38,189.3,161.94,111.37,170.31,14.46,21.72,14.32,98.18,92.32,7.92,398.99,20.85,19.23,1.81,2.68,111.66,4.17,488.41,40.1,40.95,8.82,41.41,0.42,6.36,37.43,4.88,4.79,11.23,0.96,31.41,1.63
2024/2/21,150.15,189.53,162.33,111.01,170.28,14.5,21.77,14.33,98.38,92.61,7.94,398.38,20.84,19.2,1.81,2.68,111.69,4.17,487.98,40.04,40.88,8.81,40,0.42,6.39,37.6,4.86,4.78,11.24,0.96,31.3,1.63
2024/2/22,150.54,190.31,163.02,111.62,171.3,14.55,21.87,14.38,98.74,93.26,7.97,399.42,20.92,19.25,1.82,2.69,112.03,4.2,489.4,40.18,40.99,8.83,41.37,0.42,6.45,37.77,4.86,4.78,11.31,0.96,31.43,1.63
2024/2/26,150.37,190.46,162.67,111.25,170.56,14.56,21.82,14.26,98.54,92.7,7.79,398.97,20.86,19.21,1.82,2.69,111.85,4.18,488.85,40.1,40.94,8.79,41.31,0.42,6.42,37.79,4.84,4.76,11.31,0.96,31.5,1.59
2024/2/27,150.64,190.94,163.38,111.49,171.05,14.64,21.92,14.32,98.38,92.75,7.8,399.68,20.89,19.25,1.82,2.69,112.06,4.2,490.05,40.17,41.02,8.82,40.1,0.42,6.44,37.93,4.84,4.77,11.31,0.96,31.54,1.63
2024/2/28,150.48,190.79,163.14,111.23,171.16,14.6,21.89,14.29,98.52,92.89,7.89,399.26,20.85,19.23,1.82,2.69,111.97,4.2,489.21,40.13,40.97,8.82,40.06,0.42,6.45,37.92,4.84,4.77,11.29,0.96,31.62,1.64
2024/2/29,150.73,190.82,163.32,110.96,171.54,14.58,21.91,14.22,97.85,91.82,7.82,400.56,20.89,19.25,1.82,2.68,111.96,4.18,490.18,40.2,41.04,8.82,41.47,0.42,6.46,37.81,4.81,4.76,11.29,0.96,31.65,1.65
2024/3/1,150.32,189.81,162.51,110.73,169.99,14.5,21.8,14.16,97.78,91.51,7.84,399.47,20.84,19.2,1.82,2.67,111.7,4.19,488.53,40.08,40.93,8.82,41.34,0.41,6.41,37.68,4.81,4.75,11.25,0.96,31.73,1.64
2024/3/4,150.09,190.12,162.77,110.79,170,14.56,21.84,14.29,98.04,91.67,7.86,398.96,20.82,19.17,1.81,2.68,111.73,4.19,488.1,40.03,40.87,8.83,41.27,0.41,6.43,37.71,4.76,4.75,11.28,0.96,31.8,1.64
2024/3/5,150.43,190.96,163.28,110.79,169.94,14.51,21.9,14.23,97.91,91.69,7.9,399.87,20.86,19.22,1.82,2.69,111.96,4.2,489.2,40.12,40.96,8.88,41.35,0.41,6.44,37.79,4.77,4.76,11.3,0.96,31.85,1.65
2024/3/6,150.05,190.49,162.8,110.33,169.66,14.44,21.84,14.18,97.46,91.16,7.9,398.75,20.8,19.18,1.81,2.68,111.71,4.18,487.97,40.02,40.86,8.85,41.25,0.41,6.43,37.78,4.73,4.75,11.23,0.95,31.69,1.65
2024/3/7,149.03,189.82,162.47,110.26,168.85,14.49,21.79,14.21,97.9,91.39,7.93,396.04,20.67,19.05,1.8,2.67,111.42,4.18,484.81,39.75,40.57,8.83,40.95,0.41,6.41,37.75,4.69,4.73,11.21,0.95,31.61,1.64
2024/3/8,147.86,189.47,161.97,109.92,168.54,14.46,21.72,14.22,98,91.38,7.92,392.93,20.54,18.91,1.79,2.65,110.97,4.15,481.16,39.43,40.26,8.77,40.63,0.41,6.39,37.61,4.63,4.7,11.16,0.94,31.57,1.63
2024/3/11,146.74,188.69,160.61,108.85,167.3,14.38,21.54,14.08,97.22,90.64,7.82,389.13,20.39,18.76,1.77,2.64,110.3,4.14,477.98,39.13,39.95,8.74,40.31,0.41,6.35,37.32,4.6,4.67,11.15,0.94,31.35,1.61
2024/3/12,146.88,188.27,160.51,108.97,167.38,14.35,21.53,14.05,97.21,90.6,7.86,390.33,20.45,18.78,1.78,2.65,110.44,4.15,478.75,39.17,39.99,8.74,40.35,0.41,6.34,37.51,4.59,4.67,11.2,0.94,31.39,1.62
2024/3/13,147.5,188.73,161.17,109.31,168.03,14.4,21.61,14.02,97.39,90.67,7.9,391.97,20.52,18.85,1.78,2.66,110.74,4.13,480.3,39.34,40.17,8.79,40.43,0.4,6.37,37.55,4.61,4.7,11.25,0.95,31.52,1.61
2024/3/14,147.7,189.06,161.7,109.66,168.07,14.44,21.69,14.09,97.84,91.09,7.95,392.51,20.52,18.88,1.79,2.67,110.82,4.15,481.11,39.39,40.22,8.86,40.56,0.41,6.41,37.79,4.61,4.69,11.22,0.95,31.55,1.62
2024/3/15,148.59,189.3,161.64,109.77,167.96,14.34,21.68,14.03,97.61,90.8,7.93,394.87,20.63,18.99,1.79,2.68,111.17,4.16,483.53,39.63,40.46,8.89,40.8,0.41,6.43,37.62,4.63,4.71,11.2,0.95,31.61,1.62
2024/3/18,149.32,190.14,162.53,110.23,168.91,14.4,21.8,14.07,97.92,90.86,7.96,396.28,20.72,19.09,1.8,2.69,111.54,4.16,485.91,39.82,40.66,8.93,41,0.41,6.47,37.8,4.62,4.72,11.22,0.96,31.69,1.62
2024/3/19,149.28,189.91,162.27,110.22,168.03,14.3,21.76,14,97.78,90.69,7.88,396.7,20.72,19.09,1.8,2.68,111.44,4.16,485.78,39.81,40.65,8.87,40.99,0.41,6.43,37.57,4.62,4.71,11.16,0.95,31.61,1.63
2024/3/21,150.8,192.93,164.82,111.92,170.24,14.54,22.1,14.29,99.69,91.82,8.06,400.74,20.92,19.28,1.82,2.68,112.66,4.21,490.89,40.22,41.07,9.05,41.38,0.42,6.54,38.24,4.66,4.74,11.35,0.96,32.04,1.64
2024/3/22,151.55,192.1,164.66,112.05,168.84,14.48,22.08,14.22,99.63,91.67,8.06,402.74,20.99,19.37,1.82,2.71,112.84,4.18,493.01,40.41,41.27,9.06,41.56,0.42,6.51,38.22,4.73,4.75,11.39,0.97,32.04,1.65
2024/3/25,151.43,190.73,163.57,111.24,168.57,14.32,21.93,14.07,98.66,90.71,7.97,401.78,20.81,19.36,1.81,2.69,112.2,4.17,492.3,40.38,41.24,9.03,41.43,0.41,6.46,37.87,4.72,4.74,11.27,0.96,31.97,1.64
2024/3/26,151.35,191.32,164.06,111.47,168.26,14.32,22,14.14,99.01,90.89,8.02,402.21,20.88,19.35,1.82,2.69,112.49,4.17,491.72,40.36,41.22,9.08,41.49,0.41,6.49,38.12,4.71,4.75,11.32,0.96,32.1,1.63
2024/3/27,151.53,191.28,164.11,111.51,167.58,14.31,22,14.08,98.86,90.92,7.98,402.04,20.9,19.37,1.82,2.7,112.57,4.17,492.3,40.41,41.27,9.11,41.46,0.42,6.49,38.05,4.7,4.75,11.29,0.96,32.08,1.64
2024/3/28,151.54,191.32,163.97,111.52,167.23,14.25,21.98,14.02,98.79,90.7,8,402.71,20.88,19.37,1.82,2.7,112.39,4.16,492.81,40.41,41.26,9.15,41.46,0.42,6.47,38,4.69,4.73,11.22,0.96,32.04,1.64
2024/3/29,151.4,191.22,163.28,111.8,167.85,14.15,21.89,13.95,98.67,90.49,7.99,402.34,20.84,19.34,1.82,2.69,112.11,4.16,492.2,40.37,41.23,9.12,40.14,0.41,6.47,37.98,4.68,4.74,11.24,0.96,31.98,1.63
2024/4/1,151.43,191.35,163.45,111.99,167.9,14.18,21.91,13.97,98.94,90.72,8.03,402.42,20.88,19.35,1.82,2.7,112.35,4.17,492.3,40.38,41.24,9.15,40.14,0.42,6.46,38.04,4.68,4.74,11.27,0.96,32.06,1.64
2024/4/2,151.74,190.4,162.95,111.79,167.58,14.05,21.84,13.84,98.51,90.27,8.02,402.39,20.91,19.39,1.82,2.7,112.18,4.14,492.82,40.46,41.32,9.13,41.52,0.41,6.45,37.96,4.72,4.74,11.21,0.96,31.99,1.64
2024/4/3,151.58,190.58,163.28,111.72,166.86,14.1,21.89,13.98,98.71,90.4,8.07,402.82,20.89,19.36,1.82,2.69,112.17,4.14,493.26,40.42,41.27,9.15,41.52,0.41,6.45,38,4.73,4.73,11.24,0.95,31.93,1.64
2024/4/4,151.7,191.9,164.47,112.22,167.92,14.26,22.05,14.16,99.74,91.35,8.13,402.49,20.93,19.38,1.82,2.69,112.55,4.14,493.17,40.45,41.31,9.18,41.46,0.42,6.5,38.27,4.76,4.74,11.28,0.95,32.02,1.65
2024/4/5,151.03,191.02,163.78,111.46,167.51,14.2,21.95,14.09,99.53,91.09,8.09,400.72,20.85,19.29,1.81,2.68,112.01,4.12,491.15,40.27,41.13,9.12,41.35,0.42,6.47,38.18,4.75,4.72,11.19,0.95,31.89,1.64
2024/4/8,151.81,191.51,164.35,111.49,167.93,14.24,22.03,14.09,99.6,91.15,8.11,402.79,20.93,19.39,1.82,2.69,112.43,4.14,493.53,40.48,41.33,9.22,41.55,0.42,6.5,38.36,4.75,4.72,11.21,0.96,31.96,1.64
2024/4/9,151.98,192.29,165.02,111.98,167.77,14.38,22.13,14.23,100.37,91.78,8.16,403.24,20.98,19.41,1.83,2.69,112.78,4.14,494.73,40.52,41.39,9.31,41.52,0.42,6.52,38.72,4.76,4.74,11.23,0.96,32.02,1.65
2024/4/10,151.82,192.42,164.85,111.91,168.07,14.38,22.1,14.23,100.64,92.02,8.23,402.81,20.98,19.39,1.83,2.69,112.9,4.18,494.21,40.48,41.35,9.27,41.54,0.42,6.49,38.66,4.7,4.74,11.23,0.96,32,1.64
2024/4/11,152.99,191.77,164.31,111.74,167.44,14.26,22.03,14.11,99.52,91.38,8.15,405.92,21.07,19.53,1.84,2.71,112.99,4.15,496.72,40.8,41.66,9.29,41.77,0.42,6.46,38.55,4.75,4.75,11.22,0.97,32.24,1.64
2024/4/12,153.1,192.16,164.18,111.83,168.19,14.28,22.01,14.14,100.07,91.91,8.18,406.21,21.1,19.53,1.84,2.71,113.13,4.21,497.4,40.82,41.7,9.31,41.87,0.42,6.47,38.54,4.73,4.75,11.19,0.97,32.16,1.64
2024/4/15,153.5,191.2,163.45,111.5,167.92,14.13,21.91,14.11,99.38,91.13,8.14,407.27,21.14,19.59,1.84,2.71,112.81,4.18,498.38,40.93,41.81,9.24,41.89,0.42,6.45,38.13,4.74,4.76,11.08,0.97,32.17,1.64
2024/4/16,154.42,192.08,163.96,111.93,169.15,14.15,21.98,14.09,99.2,91,8.13,409.71,21.26,19.72,1.85,2.72,113.24,4.2,500.88,41.17,42.05,9.24,42.14,0.42,6.49,38,4.77,4.76,11.09,0.97,32.28,1.65
2024/4/17,154.79,192.37,164.4,112,169.63,14.13,22.03,14.09,99.27,91.33,8.13,410.69,21.3,19.76,1.85,2.72,113.47,4.23,503.05,41.28,42.15,9.09,42.32,0.42,6.53,37.67,4.77,4.76,11.15,0.96,32.32,1.65
2024/4/18,154.46,192.32,164.73,112.17,169.57,14.12,22.08,14.03,99.38,91.29,8.12,409.82,21.32,19.73,1.85,2.7,113.58,4.22,501.49,41.18,42.06,9.11,42.07,0.42,6.53,38.01,4.75,4.77,11.2,0.95,32.28,1.64
2024/4/19,154.77,192.38,164.71,112.31,169.59,14.1,22.07,13.99,99.19,91.31,8.07,410.64,21.34,19.76,1.85,2.7,113.58,4.21,502.01,41.27,42.14,9.05,42.08,0.42,6.52,37.97,4.78,4.77,11.18,0.96,32.33,1.65
2024/4/22,154.8,191.53,164.99,112.68,169.85,14.19,22.11,14.05,99.55,91.41,8.09,410.72,21.34,19.76,1.86,2.69,113.52,4.2,502.6,41.28,42.16,9.07,42.09,0.42,6.55,38.31,4.76,4.76,11.2,0.95,32.38,1.67
2024/4/23,154.85,191.27,165.02,113.06,169.83,14.24,22.12,14.11,99.97,91.73,8.08,410.85,21.35,19.76,1.86,2.69,113.74,4.18,502.6,41.29,42.16,9.04,42.18,0.42,6.53,38.23,4.76,4.75,11.23,0.95,32.42,1.65
2024/4/24,154.87,193,165.85,113.38,169.85,14.35,22.23,14.21,100.6,92.05,8.11,410.9,21.33,19.76,1.86,2.69,113.79,4.2,502.82,41.3,42.17,9.14,42.19,0.42,6.57,38.5,4.76,4.75,11.31,0.96,32.45,1.66
2024/4/25,155.53,193.85,166.45,113.54,170.03,14.29,22.32,14.16,101.08,92.34,8.1,412.44,21.39,19.86,1.87,2.7,114.24,4.2,505.3,41.48,42.35,9.12,42.29,0.42,6.6,38.39,4.79,4.77,11.29,0.96,32.52,1.68
2024/4/26,155.73,194.71,167,114,170.53,14.31,22.4,14.21,101.63,92.88,8.19,413.19,21.45,19.89,1.87,2.7,114.57,4.21,505.78,41.53,42.4,9.06,42.27,0.43,6.65,38.74,4.81,4.79,11.34,0.96,32.61,1.69
2024/4/30,156.92,197.06,168.09,114.78,172.21,14.34,22.55,14.26,102.94,93.63,8.42,416.34,21.65,20.05,1.88,2.73,115.37,4.23,509.65,41.84,42.73,9.22,42.67,0.43,6.69,39,4.83,4.83,11.39,0.97,32.92,1.68
2024/5/1,157.93,197.16,168.35,114.61,171.66,14.33,22.57,14.19,102.12,92.89,8.41,418.91,21.76,20.18,1.89,2.74,115.64,4.24,512.26,42.12,43.01,9.22,42.86,0.43,6.7,38.85,4.88,4.84,11.4,0.97,33.11,1.69
