YYYY/MM/DD,USD米ドル,GBP英ポンド,EURユーロ,CADカナダドル,CHFスイスフラン,SEKスウェーデンクローネ,DKKデンマーククローネ,NOKノルウェークローネ,AUDオーストラリアドル,NZDニュージーランドドル,ZAR南アフリカランド,BHDバーレーンディナール,CNY中国人民元,HKD香港ドル,INRインドルピー,PHPフィリピンペソ,SGDシンガポールドル,THBタイバーツ,KWDクウェートディナール,SARサウジアラビアリアル,AEDUAEディルハム,MXNメキシコペソ,PGKパプアニューギニアキナ,HUFハンガリーフォリント,CZKチェココロナ,PLNポーランドズロチ,TRYトルコリラ,TWD台湾ドル,KRW(100)韓国ウォン,IDR(100)インドネシアルピア,MYRマレーシアリンギ,RUBロシアルーブル
2024/8/30,144.89,190.82,160.49,107.42,170.98,14.18,21.52,13.8,98.48,90.83,8.17,385.35,20.41,18.58,1.73,2.58,111.25,4.26,475.05,38.62,39.45,7.31,37.19,0.41,6.41,37.49,4.27,4.54,10.86,0.94,33.58,1.59
2024/9/2,146.23,192.06,161.64,108.43,172.02,14.25,21.67,13.79,99.07,91.38,8.19,387.98,20.6,18.75,1.74,2.6,111.97,4.29,479.44,38.97,39.81,7.41,38.74,0.41,6.45,37.74,4.29,4.57,10.92,0.95,33.75,1.62
2024/9/3,147.18,193.34,162.77,109.01,172.65,14.35,21.82,13.88,99.82,91.52,8.26,391.44,20.67,18.88,1.75,2.61,112.52,4.29,481.77,39.22,40.08,7.42,38.99,0.41,6.5,38.13,4.35,4.59,10.98,0.95,33.72,1.64
2024/9/4,145.35,190.48,160.55,107.25,171.22,14.1,21.53,13.59,97.36,89.78,8.09,386.57,20.42,18.64,1.73,2.57,111.17,4.24,475.93,38.75,39.58,7.33,38.43,0.41,6.4,37.49,4.28,4.53,10.83,0.94,33.38,1.65
2024/9/5,143.84,189.05,159.33,106.47,169.76,13.99,21.36,13.5,96.7,88.94,8.05,382.55,20.23,18.45,1.71,2.55,110.31,4.24,471.3,38.33,39.17,7.22,38.1,0.41,6.37,37.3,4.23,4.48,10.76,0.93,33.17,1.65
2024/9/6,143.27,188.77,159.22,106.12,169.85,13.98,21.34,13.48,96.59,89.14,8.09,381.04,20.22,18.38,1.71,2.56,110.27,4.27,469.89,38.17,39.01,7.2,37.88,0.41,6.37,37.16,4.22,4.47,10.76,0.93,33.09,1.63
2024/9/9,142.8,187.52,158.29,105.28,169.07,13.85,21.21,13.33,95.23,88.18,8.01,378.88,20.1,18.31,1.7,2.54,109.53,4.24,468.2,38.04,38.88,7.15,37.76,0.4,6.33,36.99,4.2,4.46,10.66,0.93,32.84,1.58
2024/9/10,143.51,187.47,158.29,105.76,168.86,13.82,21.22,13.22,95.42,87.94,8.02,380.76,20.14,18.4,1.71,2.55,109.81,4.24,470.52,38.24,39.08,7.21,37.92,0.4,6.31,37.04,4.21,4.47,10.67,0.93,32.88,1.59
2024/9/11,142.13,185.76,156.64,104.42,167.88,13.7,20.99,13.12,94.53,87.3,7.92,377.1,19.91,18.23,1.69,2.52,108.92,4.23,465.24,37.88,38.7,7.07,37.55,0.39,6.24,36.61,4.18,4.42,10.58,0.92,32.75,1.56
2024/9/12,142.88,186.3,157.23,105.21,167.44,13.75,21.07,13.14,95.39,87.61,7.97,379.19,20.02,18.32,1.7,2.55,109.49,4.23,467.39,38.08,38.9,7.21,36.61,0.4,6.27,36.69,4.2,4.45,10.66,0.93,32.97,1.56
2024/9/13,141.61,186.1,156.95,104.36,166.54,13.8,21.03,13.23,95.26,87.63,7.98,376.62,19.91,18.15,1.69,2.52,108.94,4.25,463.84,37.74,38.56,7.26,36.27,0.4,6.25,36.64,4.17,4.42,10.63,0.92,32.78,1.59
2024/9/17,140.78,185.84,156.56,103.55,166.6,13.81,20.98,13.28,94.91,87.06,7.99,374.41,19.83,18.06,1.68,2.53,108.62,4.23,461.57,37.51,38.33,7.32,37.17,0.4,6.23,36.62,4.13,4.42,10.66,0.91,32.79,1.54
2024/9/18,141.62,186.51,157.57,104.22,167.44,13.9,21.12,13.35,95.85,87.8,8.05,376.65,19.93,18.17,1.69,2.54,109.32,4.25,464.33,37.73,38.56,7.41,37.44,0.4,6.29,36.78,4.15,4.44,10.73,0.92,33.24,1.55
2024/9/19,143.65,189.26,159.25,105.36,168.98,14.03,21.35,13.52,96.91,88.95,8.16,382.05,20.22,18.43,1.72,2.58,110.61,4.3,471.14,38.28,39.11,7.46,37.89,0.4,6.34,37.3,4.22,4.49,10.79,0.94,33.74,1.56
2024/9/20,142.67,189.45,159.18,105.17,168.38,14.04,21.34,13.58,97.1,88.97,8.14,379.44,20.17,18.3,1.71,2.57,110.39,4.32,468.38,38.02,38.85,7.38,36.47,0.4,6.35,37.26,4.19,4.48,10.72,0.94,33.93,1.55
2024/9/24,143.72,191.81,159.59,106.21,169.58,14.09,21.4,13.68,98.12,89.95,8.29,381.32,20.35,18.46,1.72,2.57,111.32,4.37,470.9,38.31,39.13,7.39,36.73,0.4,6.36,37.36,4.21,4.49,10.76,0.95,34.24,1.57
2024/9/25,143.34,192.39,160.43,106.79,170.24,14.2,21.51,13.78,98.8,91.02,8.3,380.31,20.46,18.42,1.72,2.55,111.68,4.4,470.43,38.21,39.03,7.42,37.78,0.41,6.4,37.73,4.2,4.5,10.8,0.94,34.91,1.55
2024/9/26,144.61,192.72,160.98,107.32,170.09,14.21,21.59,13.69,98.74,90.54,8.37,383.68,20.58,18.58,1.73,2.58,112.28,4.43,473.2,38.55,39.37,7.36,36.95,0.41,6.41,37.7,4.23,4.52,10.87,0.96,34.89,1.56
2024/9/27,145.53,195.05,162.6,107.92,171.72,14.37,21.8,13.79,100.31,92.06,8.47,386.12,20.81,18.71,1.74,2.6,113.3,4.49,477.62,38.8,39.63,7.42,37.17,0.41,6.47,38.06,4.27,4.59,11.03,0.96,35.34,1.57
2024/9/30,142.82,191.08,159.53,105.66,169.82,14.17,21.39,13.6,98.83,90.8,8.36,378.93,20.47,18.38,1.71,2.55,111.56,4.41,468.42,38.08,38.89,7.25,36.45,0.4,6.35,37.33,4.18,4.52,10.93,0.94,34.79,1.52
2024/10/1,144.08,192.74,160.36,106.48,170.31,14.17,21.51,13.66,99.62,91.43,8.34,382.28,20.53,18.54,1.72,2.56,112.11,4.43,472.7,38.41,39.23,7.32,37.92,0.4,6.36,37.45,4.21,4.53,10.94,0.95,34.74,1.55
2024/10/2,143.89,191.06,159.19,106.69,170,14,21.34,13.55,99,90.49,8.28,381.67,20.47,18.52,1.72,2.55,111.72,4.43,471.15,38.36,39.18,7.33,36.71,0.4,6.29,37.16,4.21,4.51,10.87,0.95,34.56,1.5
2024/10/3,147.13,195.09,162.42,108.9,172.95,14.31,21.77,13.9,101.2,91.91,8.48,390.37,20.89,18.95,1.75,2.62,113.7,4.47,482.08,39.21,40.06,7.57,38.71,0.41,6.4,37.86,4.31,4.61,11.1,0.96,35.03,1.54
2024/10/4,146.74,192.68,161.9,108.3,172.19,14.23,21.71,13.85,100.52,91.23,8.4,389.33,20.81,18.9,1.75,2.6,113.19,4.43,479.7,39.09,39.96,7.59,37.4,0.4,6.39,37.6,4.3,4.57,11.01,0.95,34.79,1.55
2024/10/7,148.47,194.85,162.87,109.31,172.9,14.31,21.84,13.91,101,91.5,8.49,394.03,20.93,19.12,1.77,2.64,113.8,4.44,485.67,39.55,40.42,7.7,39.02,0.41,6.43,37.74,4.34,4.6,11.04,0.96,34.85,1.56
2024/10/8,147.87,193.69,162.35,108.59,173.05,14.3,21.78,13.89,100.09,90.85,8.52,392.44,20.94,19.04,1.76,2.6,113.5,4.43,483.55,39.39,40.26,7.67,38.93,0.4,6.4,37.58,4.32,4.6,10.99,0.94,34.56,1.54
2024/10/9,148.26,194.28,162.77,108.58,172.96,14.35,21.82,13.84,99.91,90.91,8.44,393.58,20.97,19.07,1.77,2.61,113.74,4.43,484.51,39.5,40.37,7.66,39.02,0.41,6.43,37.82,4.34,4.6,11.07,0.95,34.61,1.53
2024/10/10,149.42,195.32,163.47,108.98,173.54,14.37,21.92,13.86,100.43,90.68,8.48,396.66,21.09,19.22,1.78,2.62,114.33,4.47,487.98,39.83,40.69,7.68,39.16,0.41,6.46,38.06,4.36,4.63,11.08,0.96,34.85,1.54
2024/10/11,148.62,194.16,162.55,108.08,173.44,14.31,21.78,13.83,100.18,90.58,8.49,394.53,20.99,19.13,1.77,2.59,113.86,4.44,485.85,39.58,40.47,7.64,39.1,0.41,6.41,37.81,4.35,4.61,11.02,0.95,34.69,1.54
2024/10/15,149.68,195.57,163.27,108.48,173.64,14.35,21.88,13.87,100.69,91.17,8.53,397.35,21.1,19.28,1.78,2.6,114.47,4.51,488.83,39.86,40.75,7.71,39.34,0.41,6.46,38.04,4.37,4.65,11.02,0.96,34.86,1.59
2024/10/16,149.3,195.05,162.5,108.29,173.04,14.33,21.78,13.77,99.69,90.28,8.45,396.13,20.92,19.22,1.78,2.59,114,4.48,486.32,39.78,40.65,7.58,39.24,0.41,6.44,37.87,4.37,4.63,10.93,0.96,34.66,1.55
2024/10/17,149.64,194.4,162.52,108.79,172.79,14.24,21.78,13.72,100.09,90.68,8.5,397.24,20.98,19.25,1.78,2.59,114.05,4.52,488.7,39.85,40.74,7.52,39.24,0.4,6.44,37.77,4.38,4.65,10.96,0.97,34.82,1.54
2024/10/18,150.14,195.42,162.62,108.8,173.27,14.24,21.8,13.75,100.56,90.98,8.5,398.57,21.04,19.32,1.79,2.6,114.29,4.53,490.17,39.98,40.88,7.58,39.44,0.41,6.45,37.77,4.41,4.67,10.95,0.97,34.86,1.56
2024/10/21,149.44,194.96,162.35,108.23,172.66,14.2,21.77,13.68,100.21,90.77,8.49,396.39,21,19.24,1.78,2.6,114.03,4.52,487.73,39.79,40.69,7.51,39.18,0.41,6.44,37.73,4.37,4.67,10.92,0.97,34.74,1.54
2024/10/22,150.76,195.76,163.06,108.98,174.19,14.28,21.87,13.76,100.38,90.89,8.56,400.11,21.12,19.39,1.79,2.62,114.52,4.5,491.72,40.14,41.05,7.55,39.5,0.41,6.46,37.74,4.41,4.7,10.91,0.97,34.87,1.56
2024/10/23,151.44,196.55,163.59,109.53,174.77,14.35,21.93,13.87,101.01,91.39,8.64,402.02,21.2,19.49,1.8,2.62,114.98,4.52,494.9,40.33,41.24,7.59,38.45,0.41,6.48,37.81,4.43,4.73,10.96,0.97,34.97,1.58
2024/10/24,152.79,197.5,164.83,110.52,176.29,14.44,22.1,13.93,101.42,91.83,8.6,405.6,21.43,19.67,1.82,2.63,115.57,4.53,499.15,40.69,41.6,7.71,40,0.41,6.54,37.91,4.47,4.77,11.06,0.98,35.17,1.59
2024/10/25,152.16,197.35,164.67,109.85,175.6,14.4,22.07,13.92,100.93,91.36,8.62,403.93,21.35,19.58,1.81,2.63,115.35,4.53,497.58,40.52,41.43,7.68,39.84,0.41,6.54,37.89,4.45,4.75,11.02,0.98,35.04,1.58
2024/10/28,153.47,198.93,165.7,110.49,176.5,14.45,22.21,13.96,101.35,91.68,8.68,407.41,21.47,19.74,1.83,2.62,115.94,4.55,499.58,40.89,41.79,7.69,38.92,0.41,6.56,38.12,4.49,4.78,11.06,0.98,35.26,1.58
2024/10/29,152.97,198.51,165.38,110.11,176.8,14.36,22.18,13.9,100.55,91.4,8.64,406.08,21.4,19.68,1.82,2.63,115.62,4.54,499.74,40.74,41.65,7.63,40.09,0.41,6.52,38.02,4.47,4.77,11.05,0.97,35.13,1.58
2024/10/30,153.34,199.57,165.96,110.21,176.76,14.41,22.25,13.99,100.59,91.54,8.69,407.06,21.46,19.73,1.83,2.63,115.85,4.56,500.95,40.86,41.75,7.65,40.18,0.41,6.54,38.25,4.48,4.78,11.08,0.97,35.11,1.57
2024/10/31,153.65,199.02,166.74,110.39,177.3,14.38,22.35,14,100.86,91.64,8.7,407.88,21.54,19.77,1.83,2.64,116.13,4.55,501.96,40.92,41.84,7.61,38.93,0.41,6.58,38.32,4.48,4.81,11.14,0.98,35.12,1.59
2024/11/1,152.05,196.13,165.52,109.11,176.07,14.29,22.19,13.82,99.93,90.76,8.64,403.64,21.34,19.56,1.81,2.61,115.19,4.5,494.95,40.52,41.39,7.58,38.53,0.41,6.55,38.04,4.44,4.77,11.05,0.97,34.86,1.56
2024/11/5,152.43,197.46,165.77,109.65,176.4,14.21,22.23,13.85,100.33,91,8.7,404.65,21.42,19.61,1.81,2.61,115.46,4.5,498.14,40.61,41.5,7.59,39.89,0.41,6.54,38.08,4.44,4.78,11.07,0.97,34.87,1.55
2024/11/6,152.8,198.12,165.74,110.08,176.08,14.17,22.23,13.83,100.8,91.25,8.72,405.63,21.41,19.66,1.82,2.61,115.67,4.52,497.4,40.68,41.6,7.52,38.66,0.41,6.54,38.02,4.47,4.79,11.03,0.97,35.07,1.56
2024/11/7,154.68,199.32,165.83,110.98,176.31,14.24,22.23,13.94,101.59,91.79,8.76,410.62,21.48,19.9,1.84,2.63,115.97,4.51,504.67,41.18,42.12,7.67,40.37,0.4,6.54,38.06,4.53,4.79,11.03,0.98,35.02,1.59
2024/11/8,153.16,198.85,165.27,110.35,175.4,14.31,22.16,14.09,102.13,92.23,8.84,406.04,21.41,19.71,1.82,2.62,115.95,4.5,499.06,40.8,41.7,7.74,39.96,0.41,6.55,38.36,4.47,4.77,11.05,0.97,34.93,1.56
2024/11/11,153.13,197.72,164.06,110.06,174.71,14.15,22,13.92,100.91,91.34,8.69,406.29,21.28,19.69,1.82,2.62,115.33,4.47,498.47,40.78,41.69,7.61,39.95,0.4,6.49,37.91,4.46,4.75,10.96,0.98,34.87,1.57
2024/11/12,153.82,197.95,163.94,110.49,174.66,14.19,21.98,13.95,101.09,91.77,8.58,408.12,21.29,19.78,1.82,2.62,115.35,4.46,500.88,40.96,41.88,7.55,40.19,0.4,6.47,37.57,4.48,4.75,10.98,0.98,34.86,1.6
2024/11/13,154.97,197.42,164.5,111.1,175.58,14.2,22.06,13.98,101.07,91.71,8.55,411.39,21.38,19.92,1.84,2.64,115.69,4.45,503.97,41.25,42.19,7.52,40.39,0.4,6.48,37.79,4.51,4.78,11,0.98,34.94,1.59
2024/11/14,155.78,197.98,164.55,111.34,175.86,14.18,22.06,13.99,101.16,91.6,8.55,413.1,21.51,20.02,1.85,2.65,115.99,4.47,506.44,41.47,42.41,7.59,39.35,0.4,6.51,37.91,4.54,4.8,11.1,0.99,34.89,1.58
2024/11/15,156.84,198.61,165.11,111.48,176.09,14.26,22.14,14.06,101.15,91.63,8.57,416.46,21.63,20.15,1.86,2.67,116.55,4.5,510.55,41.79,42.7,7.66,40.95,0.41,6.53,38.21,4.58,4.81,11.15,0.99,34.95,1.57
2024/11/18,154.37,195.08,162.83,109.65,173.94,14.09,21.83,13.94,99.92,90.69,8.51,409.9,21.34,19.83,1.83,2.63,115.18,4.45,502.02,41.13,42.03,7.6,40.21,0.4,6.44,37.69,4.48,4.75,11.1,0.97,34.57,1.54
2024/11/19,154.48,195.73,163.61,110.13,174.85,14.13,21.93,14.02,100.37,90.82,8.6,410.09,21.37,19.85,1.83,2.63,115.36,4.47,503.36,41.16,42.06,7.65,40.3,0.4,6.47,37.76,4.48,4.76,11.09,0.97,34.6,1.55
2024/11/20,154.92,196.61,164.28,111.01,175.51,14.2,22.02,14.13,101.3,91.67,8.59,410.71,21.42,19.91,1.84,2.63,115.87,4.5,502.82,41.27,42.18,7.71,40.33,0.4,6.5,37.93,4.49,4.79,11.13,0.98,34.7,1.54
2024/11/21,155.12,196.35,163.59,111.02,175.55,14.07,21.93,14,101.03,91.21,8.56,411.79,21.4,19.93,1.84,2.63,115.55,4.49,505.44,41.32,42.23,7.65,40.36,0.4,6.47,37.74,4.51,4.78,11.1,0.98,34.72,1.55
2024/11/22,154.52,194.51,161.84,110.59,174.21,13.96,21.69,13.93,100.7,90.46,8.53,410.3,21.29,19.85,1.83,2.62,114.77,4.45,503.16,41.16,42.07,7.56,40.21,0.39,6.39,37.25,4.47,4.74,11.03,0.97,34.53,1.52
2024/11/25,154.25,194.36,161.73,110.7,173.22,14.07,21.68,14.04,100.99,90.41,8.57,409.15,21.3,19.82,1.83,2.62,114.9,4.49,501.46,41.1,42,7.59,40.2,0.39,6.39,37.29,4.47,4.73,10.99,0.97,34.62,1.48
2024/11/26,154.25,193.15,161.11,109.06,173.61,13.95,21.6,13.83,99.49,89.68,8.48,409.26,21.22,19.82,1.83,2.61,114.2,4.45,501.63,41.08,42,7.48,38.86,0.39,6.36,37.38,4.46,4.74,10.97,0.97,34.56,1.48
2024/11/27,152.92,192.27,160.37,108.81,172.63,13.93,21.51,13.7,99,89.17,8.43,405.73,21.06,19.65,1.81,2.59,113.54,4.42,497.62,40.71,41.64,7.41,38.52,0.39,6.34,37.3,4.42,4.71,10.95,0.96,34.33,1.45
2024/11/28,151.74,192.32,160.13,108.25,171.79,13.89,21.47,13.68,98.63,89.5,8.35,402.6,20.92,19.5,1.8,2.59,113.03,4.4,493.3,40.41,41.31,7.44,38.21,0.39,6.35,37.25,4.38,4.68,10.89,0.95,34.18,1.34
2024/11/29,150.81,191.57,159.23,107.6,171.08,13.81,21.36,13.67,98.09,88.93,8.33,400.13,20.81,19.37,1.79,2.57,112.46,4.38,489.48,40.15,41.06,7.38,39.26,0.39,6.31,37.01,4.36,4.63,10.8,0.95,34,1.4
2024/12/2,150.2,190.66,158.27,107.04,170.06,13.72,21.22,13.56,97.58,88.62,8.28,398.41,20.69,19.3,1.78,2.56,111.89,4.35,487.98,39.98,40.9,7.35,37.79,0.38,6.27,36.84,4.33,4.62,10.74,0.95,33.79,1.41
2024/12/3,149.96,189.76,157.31,106.76,168.97,13.63,21.09,13.49,97.1,88.18,8.27,397.98,20.57,19.27,1.77,2.56,111.38,4.35,488.31,39.92,40.83,7.35,38.93,0.38,6.24,36.69,4.32,4.6,10.7,0.94,33.59,1.41
2024/12/4,149.78,189.73,157.27,106.41,168.8,13.6,21.09,13.51,96.86,87.97,8.26,397.4,20.5,19.24,1.77,2.56,111.25,4.35,488.04,39.87,40.78,7.37,38.87,0.38,6.25,36.6,4.32,4.6,10.58,0.94,33.53,1.43
2024/12/5,150.43,191,158.15,106.85,170.09,13.77,21.2,13.62,96.64,88.09,8.28,398.81,20.67,19.33,1.78,2.59,111.98,4.4,489.68,40.04,40.96,7.41,39.1,0.38,6.28,36.97,4.34,4.65,10.64,0.94,33.93,1.43
2024/12/6,150.07,191.47,158.73,106.95,170.73,13.82,21.29,13.6,96.68,88.23,8.33,398.27,20.64,19.28,1.77,2.6,112.1,4.39,488.51,39.96,40.86,7.43,38.91,0.38,6.32,37.24,4.32,4.64,10.6,0.95,33.94,1.49
2024/12/9,149.86,190.97,158.24,105.88,170.51,13.7,21.22,13.43,95.84,87.43,8.32,397.51,20.58,19.26,1.77,2.59,111.67,4.4,487.35,39.89,40.8,7.42,38.93,0.38,6.31,37.1,4.3,4.63,10.52,0.95,33.92,1.49
2024/12/10,151.55,193.21,159.92,106.91,172.39,13.89,21.44,13.62,97.43,88.64,8.52,402.1,20.85,19.5,1.79,2.61,113.01,4.49,493.97,40.34,41.27,7.5,39.36,0.39,6.36,37.53,4.36,4.67,10.61,0.96,34.26,1.52
2024/12/11,151.88,194.07,159.96,107.2,172,13.85,21.45,13.63,96.9,88.12,8.53,402.33,20.92,19.54,1.79,2.62,113.25,4.51,494.4,40.43,41.35,7.54,38.12,0.39,6.38,37.58,4.36,4.67,10.62,0.96,34.32,1.47
2024/12/12,152.36,194.49,159.98,107.73,172.35,13.9,21.46,13.7,97.56,88.34,8.63,404.14,20.95,19.59,1.8,2.61,113.39,4.51,495.96,40.55,41.49,7.57,39.46,0.39,6.37,37.47,4.37,4.68,10.64,0.96,34.43,1.45
2024/12/13,153.04,194.01,160.37,107.58,171.51,13.89,21.5,13.73,97.43,88.18,8.61,406.05,21.04,19.69,1.8,2.63,113.62,4.52,498.5,40.74,41.67,7.57,39.7,0.39,6.4,37.49,4.39,4.7,10.69,0.96,34.45,1.46
2024/12/16,153.93,194.46,161.9,108.23,172.63,14.04,21.71,13.82,98.01,88.82,8.62,408.41,21.14,19.8,1.82,2.62,114.2,4.51,500.26,40.97,41.91,7.65,39.93,0.4,6.46,37.97,4.41,4.74,10.73,0.96,34.61,1.48
2024/12/17,154.29,195.92,162.53,108.39,172.64,14.19,21.79,13.86,98.31,89.26,8.65,409.37,21.16,19.85,1.82,2.63,114.4,4.54,500.78,41.07,42.01,7.67,38.68,0.4,6.49,38.2,4.42,4.75,10.74,0.96,34.7,1.49
2024/12/18,153.75,195.43,161.44,107.42,172.31,14.04,21.64,13.75,97.34,88.45,8.5,407.93,21.11,19.79,1.81,2.61,113.94,4.5,500.49,40.92,41.86,7.63,38.62,0.39,6.44,37.83,4.4,4.73,10.69,0.96,34.51,1.47
2024/12/19,154.93,194.99,160.8,107.2,171.95,13.95,21.55,13.63,96.35,87.13,8.47,410.95,21.17,19.94,1.82,2.63,113.83,4.49,502.04,41.24,42.18,7.61,38.92,0.39,6.4,37.66,4.43,4.75,10.69,0.96,34.41,1.48
2024/12/20,157.94,197.3,163.66,109.52,175.76,14.32,21.94,13.78,98.35,88.75,8.56,418.49,21.6,20.33,1.86,2.68,116.05,4.58,512.79,42.05,43.01,7.77,40.91,0.39,6.52,38.46,4.51,4.84,10.89,0.97,35.07,1.53
2024/12/23,156.73,197.1,163.49,109.14,175.39,14.22,21.92,13.84,97.99,88.49,8.57,415.73,21.49,20.17,1.85,2.67,115.69,4.59,509.03,41.75,42.67,7.82,39.31,0.4,6.52,38.42,4.46,4.82,10.84,0.97,34.87,1.52
2024/12/24,157.45,197.21,163.69,109.45,175.06,14.25,21.94,13.85,98.25,88.8,8.49,417.64,21.56,20.27,1.85,2.69,116.02,4.6,511.37,41.92,42.87,7.81,39.49,0.4,6.53,38.37,4.48,4.82,10.83,0.97,35.11,1.56
2024/12/25,157.28,197.24,163.71,109.4,174.76,14.21,21.95,13.82,98.14,88.75,8.39,416.97,21.52,20.26,1.85,2.69,115.77,4.61,510.82,41.9,42.82,7.8,39.35,0.4,6.49,38.27,4.51,4.81,10.78,0.97,35.08,1.57
2024/12/26,157.43,197.54,163.65,109.66,174.9,14.23,21.94,13.88,98.27,88.96,8.41,417.48,21.56,20.27,1.85,2.7,115.94,4.61,511.47,41.94,42.86,7.81,39.39,0.4,6.51,38.49,4.48,4.82,10.79,0.97,35.24,1.58
2024/12/27,158.18,198.22,164.84,109.75,175.83,14.31,22.09,13.89,98.4,88.91,8.4,419.02,21.66,20.37,1.86,2.72,116.41,4.62,513.4,42.14,43.07,7.83,40.84,0.4,6.57,38.68,4.51,4.83,10.73,0.98,35.47,1.61
2024/12/30,158.17,198.91,164.86,109.78,175.34,14.38,22.11,13.95,98.54,89.18,8.47,419.44,21.67,20.38,1.85,2.73,116.51,4.65,513.87,42.16,43.07,7.77,39.62,0.4,6.55,38.64,4.5,4.82,10.76,0.97,35.46,1.51